1,93,4.1146054,881251840
1,322,3.389084,881251840
1,330,4.0984735,881251840
1,488,4.132489,881251904
1,522,4.340354,881252288
1,529,4.3214507,881251840
1,551,2.9167438,881251904
1,633,3.433145,881252032
1,673,4.786939,881251584
1,752,1.4526271,881251072
2,49,3.2839694,891719744
2,154,3.2977908,879023104
2,158,2.5750253,879720896
2,191,4.435271,879023232
2,371,2.8960931,879023296
2,400,3.4232383,879023552
2,444,2.2719133,879024128
2,470,3.7129045,879023552
2,852,3.1814485,891718720
2,971,3.0023532,879023168
3,24,4.1092854,878888000
3,63,4.4168205,878888000
3,167,2.181883,878886656
3,188,4.599583,878886336
3,289,4.3957043,878886656
3,348,2.73687,878886464
3,477,2.2012339,878888128
3,505,4.783997,878888064
3,894,2.1630735,878887424
3,975,1.782616,878886912
4,31,4.606031,880604288
4,47,3.9381757,880602880
4,243,4.180604,880604288
4,318,3.537342,880605888
4,329,4.462228,880607488
4,358,2.8736863,880604352
4,477,3.1696987,880607488
4,572,2.0591826,880605952
4,756,2.7159042,880603968
4,962,2.291192,880606976
5,52,3.8629303,886397696
5,99,3.3814647,886397696
5,145,2.8498201,886397696
5,188,1.8493049,886397824
5,266,1.9759636,886397824
5,326,2.2833104,886397504
5,653,1.286686,886397696
5,669,1.2896043,886397824
5,732,1.6000061,886397760
5,986,4.386965,886397888
6,55,2.9602845,884183104
6,157,4.1220016,884182656
6,203,3.7120998,884127232
6,222,3.571563,884127360
6,242,3.6677947,884182656
6,390,3.8331409,884182720
6,504,3.5620098,884183360
6,539,3.171293,884127680
6,545,1.127398,884183424
6,662,4.3833103,884183552
7,50,4.011446,881171968
7,102,3.9136038,881171136
7,103,4.073399,881172096
7,126,1.4806226,881171840
7,149,0.6448256,881169792
7,186,3.9277897,881172224
7,190,2.6342106,881171776
7,402,4.836361,881171712
7,598,1.3938564,881170816
7,817,2.5384176,881172160
8,78,4.5908747,891628032
8,96,4.2984734,891627840
8,154,4.0798464,891628096
8,175,3.381533,891628096
8,289,3.942114,891628864
8,406,3.4125805,891628608
8,591,3.1477654,891628480
8,609,3.1471868,891627648
8,658,2.9283652,891628544
8,698,3.1588485,891628224
9,90,3.3427827,886323136
9,93,3.5824878,886323648
9,210,2.9174082,886323968
9,218,3.1709485,886322688
9,350,2.146225,886324544
9,352,2.2400665,886323072
9,587,3.4574184,886323392
9,653,2.8943782,886307840
9,671,2.4910135,886324992
9,902,3.8636594,886324864
10,11,2.3403196,883599488
10,32,3.8755405,883600704
10,72,3.024299,883600768
10,109,3.3520484,883600640
10,112,3.1609812,883602176
10,157,3.3437648,883600768
10,237,1.614218,883601344
10,255,2.789437,883601088
10,553,2.3769042,883599680
10,672,3.7080588,883600448
11,32,3.8686264,879373568
11,94,4.1439342,879373824
11,143,3.1797416,879375936
11,206,2.4737473,879376704
11,245,2.4707398,879374656
11,290,3.5268185,879372800
11,312,1.8782935,879373760
11,510,2.312496,879374912
11,1009,3.1130502,879376128
11,1177,3.8743205,879374592
12,18,3.8458865,876521920
12,124,3.7136192,877533760
12,355,3.3387175,889651840
12,409,3.5273604,877532864
12,470,4.1346455,877532160
12,579,3.9419346,884583552
12,611,3.5695276,877534848
12,650,2.4097397,877532288
12,776,2.0894701,877534720
12,1035,2.1862407,876521792
13,113,4.0527983,884128832
13,137,4.0407376,884127360
13,155,3.9002166,884129472
13,163,2.9295049,884129984
13,206,3.9356408,884130112
13,446,3.7282658,891825344
13,465,4.1043797,884127360
13,529,4.0552807,884129408
13,573,4.2381845,891825472
13,616,3.746993,884129792
14,44,3.4583056,887735296
14,53,4.548454,887731072
14,58,4.78334,887737344
14,83,3.8835933,887736320
14,87,3.405263,887730432
14,136,3.4860172,887737664
14,241,4.772016,887736192
14,330,4.100258,891036032
14,448,4.2385936,891036096
14,493,1.3918649,887736448
15,69,2.6975317,888103616
15,205,1.9787546,888082560
15,263,1.660441,888104192
15,309,3.9439545,888103872
15,456,3.7908182,888104064
15,499,1.2631369,888082752
15,521,3.647474,888103744
15,611,2.1145856,888104064
15,974,3.0788355,888104000
15,1167,3.4022923,888082240
16,9,4.456741,879468608
16,64,3.7082946,879467264
16,67,4.59574,879466560
16,332,2.0809774,879466240
16,372,2.0655518,879467200
16,415,2.0290463,879543616
16,616,3.784084,879485504
16,648,3.5133622,879467904
16,759,1.5389751,879467264
16,832,1.2692716,879543232
17,17,3.2096152,879270464
17,230,4.3425064,879270400
17,258,4.345546,879270656
17,289,3.892967,879270080
17,466,3.7701182,879270656
17,492,4.481771,879269952
17,539,1.8886027,879270080
17,988,5.1240125,879270656
17,1212,3.0513062,879270592
17,1246,3.6942449,879270592
18,62,3.4314406,879527872
18,80,2.6046314,879525888
18,81,3.1291752,879525760
18,128,2.8940587,879551360
18,210,2.8153691,879538880
18,255,2.6127057,879521856
18,322,2.5854113,879521088
18,541,3.7481368,879549888
18,612,3.7342288,879521472
18,647,2.8103142,879524224
19,53,4.4889717,874805824
19,182,4.409049,874805888
19,218,3.9648335,874835136
19,316,3.437089,874871488
19,417,3.6411762,874834368
19,511,4.07893,874834304
19,779,5.043576,874871808
19,972,2.9885411,874834368
19,1212,3.3162937,874868032
19,1223,3.0765793,875086784
20,52,3.2068014,891033984
20,167,1.63784,892078592
20,385,2.842904,892078592
20,403,2.4073417,892079616
20,424,2.7376323,892335616
20,551,2.6215205,892335680
20,598,0.8580866,891227712
20,689,1.6384414,892335680
20,726,1.9708335,892079296
20,876,2.0577738,892334400
21,11,3.559661,874775616
21,26,4.3925033,874775936
21,78,4.7230754,874775040
21,91,4.6565127,874781184
