1,93,3.7586207,881251840
1,322,3.8660707,881251840
1,330,3.5107236,881251840
1,488,3.7038763,881251904
1,522,3.5936782,881252288
1,529,3.7389336,881251840
1,551,3.7687125,881251904
1,633,3.7586207,881252032
1,673,3.7586207,881251584
1,752,3.5936553,881251072
2,49,3.317713,891719744
2,154,3.4390244,879023104
2,158,3.251203,879720896
2,191,3.4390244,879023232
2,371,3.4390244,879023296
2,400,3.4390244,879023552
2,444,3.4390244,879024128
2,470,3.4390244,879023552
2,852,3.4390244,891718720
2,971,3.4390244,879023168
3,24,3.3728814,878888000
3,63,3.3728814,878888000
3,167,3.3868268,878886656
3,188,3.3728814,878886336
3,289,3.5354555,878886656
3,348,3.2797475,878886464
3,477,3.3304763,878888128
3,505,3.3728814,878888064
3,894,3.3728814,878887424
3,975,3.3728814,878886912
4,31,3.53184,880604288
4,47,3.6403508,880602880
4,243,3.4003508,880604288
4,318,3.704867,880605888
4,329,3.6403508,880607488
4,358,3.9245417,880604352
4,477,3.5512085,880607488
4,572,3.704867,880605952
4,756,3.6403508,880603968
4,962,3.6403508,880606976
5,52,3.1796875,886397696
5,99,3.2,886397696
5,145,3.2,886397696
5,188,3.2,886397824
5,266,3.2,886397824
5,326,3.3294117,886397504
5,653,3.3294117,886397696
5,669,3.2,886397824
5,732,3.2,886397760
5,986,3.2,886397888
6,55,4.042735,884183104
6,157,4.0963945,884182656
6,203,4.042735,884127232
6,222,4.1214237,884127360
6,242,4.042735,884182656
6,390,4.033203,884182720
6,504,4.042735,884183360
6,539,4.042735,884127680
6,545,3.9837186,884183424
6,662,4.042735,884183552
7,50,3.8553708,881171968
7,102,4.1839914,881171136
7,103,4.0312276,881172096
7,126,3.938962,881171840
7,149,3.890244,881169792
7,186,3.890244,881172224
7,190,4.178164,881171776
7,402,3.890244,881171712
7,598,3.890244,881170816
7,817,3.890244,881172160
8,78,4.0829883,891628032
8,96,3.5371559,891627840
8,154,4.0229883,891628096
8,175,4.1533866,891628096
8,289,4.1533866,891628864
8,406,4.0229883,891628608
8,591,4.0229883,891628480
8,609,3.9100852,891627648
8,658,4.0229883,891628544
8,698,4.0875044,891628224
9,90,3.4183364,886323136
9,93,3.3183365,886323648
9,210,3.4001896,886323968
9,218,3.7073967,886322688
9,350,3.5001895,886324544
9,352,3.5001895,886323072
9,587,3.5010092,886323392
9,653,3.3505735,886307840
9,671,3.5010092,886324992
9,902,3.4056604,886324864
10,11,3.8071654,883599488
10,32,3.8003066,883600704
10,72,3.636816,883600768
10,109,3.7524004,883600640
10,112,3.8357904,883602176
10,157,3.7003067,883600768
10,237,3.8007617,883601344
10,255,3.816346,883601088
10,553,3.6620939,883599680
10,672,3.636816,883600448
11,32,3.5699308,879373568
11,94,3.3538857,879373824
11,143,3.237906,879375936
11,206,3.0825374,879376704
11,245,3.5912395,879374656
11,290,3.2972972,879372800
11,312,3.4991174,879373760
11,510,3.2972972,879374912
11,1009,3.2820194,879376128
11,1177,3.2972972,879374592
12,18,3.7829702,876521920
12,124,3.6942446,877533760
12,355,3.6942446,889651840
12,409,3.877564,877532864
12,470,3.6942446,877532160
12,579,3.6942446,884583552
12,611,3.800078,877534848
12,650,3.3913035,877532288
12,776,3.6942446,877534720
12,1035,3.7470083,876521792
13,113,3.9923825,884128832
13,137,4.0851755,884127360
13,155,4.100343,884129472
13,163,4.0582523,884129984
13,206,4.0582523,884130112
13,446,4.0582523,891825344
13,465,4.0582523,884127360
13,529,4.0851755,884129408
13,573,4.0582523,891825472
13,616,4.0582523,884129792
14,44,4.157063,887735296
14,53,4.287753,887731072
14,58,3.8702579,887737344
14,83,4.0398593,887736320
14,87,4.139859,887730432
14,136,4.186201,887737664
14,241,4.075529,887736192
14,330,4.1024885,891036032
14,448,4.0655737,891036096
14,493,4.295865,887736448
15,69,3.0348837,888103616
15,205,3.137486,888082560
15,263,3.0132565,888104192
15,309,3.0,888103872
15,456,3.0,888104064
15,499,3.0,888082752
15,521,3.0,888103744
15,611,3.0,888104064
15,974,3.0,888104000
15,1167,2.9527638,888082240
16,9,3.3955135,879468608
16,64,3.3159106,879467264
16,67,3.3649788,879466560
16,332,3.214819,879466240
16,372,3.146581,879467200
16,415,3.3649788,879543616
16,616,3.3649788,879485504
16,648,3.9738195,879467904
16,759,3.3649788,879467264
16,832,3.3649788,879543232
17,17,3.9411764,879270464
17,230,3.889726,879270400
17,258,3.9411764,879270656
17,289,4.089726,879270080
17,466,3.9411764,879270656
17,492,3.8910718,879269952
17,539,3.9411764,879270080
17,988,3.9411764,879270656
17,1212,3.9546685,879270592
17,1246,3.9411764,879270592
18,62,2.959322,879527872
18,80,2.959322,879525888
18,81,2.959322,879525760
18,128,2.959322,879551360
18,210,3.0622065,879538880
18,255,2.959322,879521856
18,322,3.0247066,879521088
18,541,2.959322,879549888
18,612,2.959322,879521472
18,647,2.959322,879524224
19,53,3.8378737,874805824
19,182,3.4071443,874805888
19,218,3.7866604,874835136
19,316,3.695804,874871488
19,417,3.695804,874834368
19,511,3.695804,874834304
19,779,3.695804,874871808
19,972,3.6603203,874834368
19,1212,3.695804,874868032
19,1223,3.695804,875086784
20,52,3.037826,891033984
20,167,3.3275435,892078592
20,385,3.1212766,892078592
20,403,3.1212766,892079616
20,424,3.0974712,892335616
20,551,3.2039611,892335680
20,598,3.1212766,891227712
20,689,3.1212766,892335680
20,726,3.1536367,892079296
20,876,3.0040574,892334400
21,11,4.048193,874775616
21,26,3.6357589,874775936
21,78,4.1236076,874775040
21,91,3.9348521,874781184
21,182,3.9481184,874774976
21,474,4.02361,890627328
21,539,4.2229385,874781376
21,791,3.9235358,886177344
21,892,3.8234615,886433216
21,1077,3.7021656,874774592
22,47,3.324888,892738432
22,68,3.5474255,892738368
22,120,3.3898306,892738368
22,161,3.3898306,892738368
22,374,3.224888,892738304
22,414,2.9122055,892737984
22,481,3.3608263,892738368
22,937,3.4564972,892738432
22,1067,3.3898306,892738432
22,1090,3.3898306,892738304
23,74,3.4457674,877877952
23,96,3.5507398,877618560
23,97,3.764792,878192000
23,180,3.6111336,889501312
23,242,3.4481483,877881152
23,289,3.3647919,879123200
23,434,3.464792,877880832
23,694,3.3647919,878192320
23,700,3.3263304,878192704
23,734,3.4481483,889502080
24,51,3.8340764,887737024
24,209,3.7231202,887740928
24,222,3.8626106,887737472
24,231,3.7999644,887738496
24,236,3.7493541,887739200
24,518,3.7493541,887739392
24,521,3.7493541,887737472
24,700,3.7493541,887736448
24,902,3.7493541,887741120
24,1057,3.7493541,887738368
25,21,3.4179103,880571456
25,134,3.5405536,879197312
25,239,3.4890642,880570944
25,300,3.4179103,879196992
25,319,3.4179103,882804160
25,342,3.6093998,888954112
25,348,3.258894,879196544
25,451,3.4179103,881599680
25,558,3.4179103,879198272
25,703,3.4794488,888954624
26,9,3.6422796,892431744
26,123,3.6846848,892430336
26,180,3.761952,892431680
26,212,3.5890138,892431872
26,314,3.6846848,892433088
26,340,3.7341692,892428736
26,351,3.6422796,892429568
26,529,3.5633733,892430272
26,800,3.6846848,892434176
26,878,3.7341692,892429376
27,13,2.625688,888801408
27,48,2.7000477,888801536
27,89,2.760572,888803712
27,143,2.621359,888803072
27,210,2.8102715,888801408
27,355,2.5256882,888801408
27,376,2.621359,888801792
27,434,2.7413592,883748480
27,528,2.621359,888801600
27,887,2.621359,888803136
28,2,3.3630347,875746816
28,78,3.1496663,875747328
28,134,3.0231743,875747392
28,181,3.0722892,875747264
28,243,3.0722892,875747776
28,488,3.1231742,875747840
28,513,3.223174,875747456
28,601,3.0722892,875747392
28,645,3.0722892,875747840
28,978,2.9250531,875747712
29,39,3.8818183,876859392
29,141,3.7446952,876767808
29,190,4.1327724,876770176
29,222,3.8324888,876860800
29,260,3.8818183,876768640
29,289,4.091647,876860800
29,368,4.0379887,876858112
29,568,3.7861474,876859776
29,693,3.7861474,876859776
29,1077,3.8818183,876768000
30,44,3.5257576,877052096
30,61,3.508907,877052032
30,69,3.652657,877052416
30,140,3.6596646,877051648
30,307,3.5,877052800
30,553,3.5784147,877052480
30,569,3.3278992,877051712
